abs_time,boot_time_s,temperature_C
2026-01-08 15:45:11.418,512.995,627.75
2026-01-08 15:45:11.739,513.297,628.50
2026-01-08 15:45:12.059,513.599,628.50
2026-01-08 15:45:12.380,513.901,629.00
2026-01-08 15:45:12.701,514.203,628.75
2026-01-08 15:45:13.022,514.505,629.50
2026-01-08 15:45:13.342,514.807,630.00
2026-01-08 15:45:13.663,515.109,630.25
2026-01-08 15:45:13.985,515.411,630.25
2026-01-08 15:45:14.306,515.713,630.75
2026-01-08 15:45:14.626,516.015,631.25
2026-01-08 15:45:14.947,516.317,631.00
2026-01-08 15:45:15.267,516.619,631.50
2026-01-08 15:45:15.588,516.921,632.00
2026-01-08 15:45:15.909,517.223,632.00
2026-01-08 15:45:16.230,517.525,632.25
2026-01-08 15:45:16.551,517.827,632.75
2026-01-08 15:45:16.871,518.129,633.25
2026-01-08 15:45:17.192,518.431,633.50
2026-01-08 15:45:17.513,518.733,633.50
2026-01-08 15:45:17.834,519.035,633.00
2026-01-08 15:45:18.155,519.337,634.00
2026-01-08 15:45:18.475,519.639,634.00
2026-01-08 15:45:18.796,519.941,634.75
2026-01-08 15:45:19.117,520.243,635.00
2026-01-08 15:45:19.437,520.545,635.00
2026-01-08 15:45:19.758,520.847,634.75
2026-01-08 15:45:20.079,521.149,634.75
2026-01-08 15:45:20.400,521.451,635.75
2026-01-08 15:45:20.721,521.753,635.50
2026-01-08 15:45:21.041,522.055,635.75
2026-01-08 15:45:21.362,522.357,635.75
2026-01-08 15:45:21.683,522.659,636.25
2026-01-08 15:45:22.003,522.961,636.75
2026-01-08 15:45:22.325,523.263,637.25
2026-01-08 15:45:22.645,523.565,637.50
2026-01-08 15:45:22.965,523.867,636.75
2026-01-08 15:45:23.286,524.169,637.75
2026-01-08 15:45:23.607,524.471,637.50
2026-01-08 15:45:23.927,524.773,637.75
2026-01-08 15:45:24.248,525.075,638.00
2026-01-08 15:45:24.569,525.377,638.00
2026-01-08 15:45:24.889,525.679,638.00
2026-01-08 15:45:25.210,525.981,638.25
2026-01-08 15:45:25.531,526.283,638.75
2026-01-08 15:45:25.851,526.585,639.00
2026-01-08 15:45:26.172,526.887,639.25
2026-01-08 15:45:26.494,527.189,639.00
2026-01-08 15:45:26.813,527.491,638.75
2026-01-08 15:45:27.135,527.793,639.25
2026-01-08 15:45:27.456,528.095,639.25
2026-01-08 15:45:27.776,528.397,639.50
2026-01-08 15:45:28.096,528.699,639.25
2026-01-08 15:45:28.417,529.001,640.00
2026-01-08 15:45:28.737,529.303,640.00
2026-01-08 15:45:29.059,529.605,640.00
2026-01-08 15:45:29.378,529.907,640.25
2026-01-08 15:45:29.699,530.209,640.25
2026-01-08 15:45:30.020,530.511,640.75
2026-01-08 15:45:30.341,530.813,640.25
2026-01-08 15:45:30.661,531.115,640.50
2026-01-08 15:45:30.982,531.417,641.00
2026-01-08 15:45:31.303,531.719,640.75
2026-01-08 15:45:31.624,532.021,641.00
2026-01-08 15:45:31.944,532.323,641.25
2026-01-08 15:45:32.265,532.625,641.50
2026-01-08 15:45:32.586,532.927,641.50
2026-01-08 15:45:32.906,533.229,642.00
2026-01-08 15:45:33.227,533.531,642.25
2026-01-08 15:45:33.548,533.833,642.00
2026-01-08 15:45:33.868,534.135,642.75
2026-01-08 15:45:34.189,534.437,642.75
2026-01-08 15:45:34.510,534.739,643.50
2026-01-08 15:45:34.831,535.041,643.00
2026-01-08 15:45:35.152,535.343,643.50
2026-01-08 15:45:35.472,535.645,643.25
2026-01-08 15:45:35.793,535.947,644.00
2026-01-08 15:45:36.113,536.249,644.75
2026-01-08 15:45:36.434,536.551,644.50
2026-01-08 15:45:36.755,536.853,644.75
2026-01-08 15:45:37.075,537.155,645.25
2026-01-08 15:45:37.396,537.457,645.25
2026-01-08 15:45:37.717,537.759,645.75
2026-01-08 15:45:38.037,538.061,645.75
2026-01-08 15:45:38.358,538.363,646.00
2026-01-08 15:45:38.679,538.665,646.50
2026-01-08 15:45:38.999,538.967,646.25
2026-01-08 15:45:39.320,539.269,647.25
2026-01-08 15:45:39.641,539.571,647.25
2026-01-08 15:45:39.961,539.873,647.50
2026-01-08 15:45:40.282,540.175,647.75
2026-01-08 15:45:40.603,540.477,648.25
2026-01-08 15:45:40.924,540.779,648.00
2026-01-08 15:45:41.244,541.081,648.75
2026-01-08 15:45:41.565,541.383,649.00
2026-01-08 15:45:41.886,541.685,649.25
2026-01-08 15:45:42.207,541.987,649.50
2026-01-08 15:45:42.527,542.289,649.50
2026-01-08 15:45:42.848,542.591,649.25
2026-01-08 15:45:43.169,542.893,649.75
2026-01-08 15:45:43.490,543.195,650.00
2026-01-08 15:45:43.810,543.497,650.50
2026-01-08 15:45:44.131,543.799,650.50
2026-01-08 15:45:44.452,544.101,650.50
2026-01-08 15:45:44.773,544.403,650.75
2026-01-08 15:45:45.094,544.705,651.00
2026-01-08 15:45:45.415,545.007,651.25
2026-01-08 15:45:45.745,545.309,651.50
2026-01-08 15:45:46.056,545.611,651.75
2026-01-08 15:45:46.377,545.913,652.00
2026-01-08 15:45:46.710,546.215,652.25
2026-01-08 15:45:47.019,546.517,652.75
2026-01-08 15:45:47.339,546.819,652.50
2026-01-08 15:45:47.659,547.121,652.75
2026-01-08 15:45:47.980,547.423,653.50
2026-01-08 15:45:48.301,547.725,653.25
2026-01-08 15:45:48.622,548.027,653.50
2026-01-08 15:45:48.943,548.329,654.25
2026-01-08 15:45:49.263,548.631,653.75
2026-01-08 15:45:49.584,548.933,654.25
2026-01-08 15:45:49.905,549.235,654.50
2026-01-08 15:45:50.226,549.537,655.00
2026-01-08 15:45:50.546,549.839,655.00
2026-01-08 15:45:50.867,550.141,655.50
2026-01-08 15:45:51.188,550.443,655.25
2026-01-08 15:45:51.508,550.745,656.00
2026-01-08 15:45:51.829,551.047,656.00
2026-01-08 15:45:52.150,551.349,656.25
2026-01-08 15:45:52.471,551.651,656.75
2026-01-08 15:45:52.791,551.953,656.50
2026-01-08 15:45:53.112,552.255,657.00
2026-01-08 15:45:53.433,552.557,657.00
2026-01-08 15:45:53.753,552.859,657.50
2026-01-08 15:45:54.074,553.161,657.50
2026-01-08 15:45:54.395,553.463,658.00
2026-01-08 15:45:54.716,553.765,657.75
2026-01-08 15:45:55.037,554.067,658.50
2026-01-08 15:45:55.358,554.369,658.00
2026-01-08 15:45:55.678,554.671,658.50
2026-01-08 15:45:55.999,554.973,658.75
2026-01-08 15:45:56.320,555.275,659.25
2026-01-08 15:45:56.641,555.577,659.00
2026-01-08 15:45:56.962,555.879,659.50
2026-01-08 15:45:57.282,556.181,659.00
2026-01-08 15:45:57.603,556.483,659.50
2026-01-08 15:45:57.924,556.785,660.00
2026-01-08 15:45:58.245,557.087,659.75
2026-01-08 15:45:58.566,557.389,660.50
2026-01-08 15:45:58.887,557.691,660.50
2026-01-08 15:45:59.207,557.993,660.50
2026-01-08 15:45:59.528,558.295,660.75
2026-01-08 15:45:59.849,558.597,661.25
2026-01-08 15:46:00.170,558.899,660.25
2026-01-08 15:46:00.491,559.201,661.00
2026-01-08 15:46:00.811,559.503,661.50
2026-01-08 15:46:01.134,559.805,661.25
2026-01-08 15:46:01.453,560.107,661.25
2026-01-08 15:46:01.775,560.409,661.75
2026-01-08 15:46:02.095,560.711,662.00
2026-01-08 15:46:02.417,561.013,662.00
2026-01-08 15:46:02.738,561.315,662.25
2026-01-08 15:46:03.058,561.617,662.50
2026-01-08 15:46:03.379,561.919,662.50
2026-01-08 15:46:03.701,562.221,662.75
2026-01-08 15:46:04.021,562.523,662.75
2026-01-08 15:46:04.342,562.825,662.75
2026-01-08 15:46:04.663,563.127,663.75
2026-01-08 15:46:04.984,563.429,663.00
2026-01-08 15:46:05.304,563.731,663.50
2026-01-08 15:46:05.625,564.033,664.25
2026-01-08 15:46:05.947,564.335,664.00
2026-01-08 15:46:06.266,564.637,664.50
2026-01-08 15:46:06.587,564.939,664.50
2026-01-08 15:46:06.909,565.241,664.75
2026-01-08 15:46:07.230,565.543,664.75
2026-01-08 15:46:07.551,565.845,665.00
2026-01-08 15:46:07.871,566.147,665.25
2026-01-08 15:46:08.192,566.449,665.00
2026-01-08 15:46:08.513,566.751,664.75
2026-01-08 15:46:08.834,567.053,664.75
2026-01-08 15:46:09.155,567.355,665.50
2026-01-08 15:46:09.476,567.657,666.00
2026-01-08 15:46:09.797,567.959,666.00
2026-01-08 15:46:10.118,568.261,665.75
2026-01-08 15:46:10.438,568.563,666.00
2026-01-08 15:46:10.759,568.865,666.00
2026-01-08 15:46:11.080,569.167,666.00
2026-01-08 15:46:11.400,569.469,666.25
2026-01-08 15:46:11.727,569.771,666.75
2026-01-08 15:46:12.042,570.073,666.75
2026-01-08 15:46:12.362,570.375,667.25
2026-01-08 15:46:12.683,570.677,666.75
2026-01-08 15:46:13.004,570.979,667.00
2026-01-08 15:46:13.325,571.281,667.50
2026-01-08 15:46:13.646,571.583,667.50
2026-01-08 15:46:13.966,571.885,667.50
2026-01-08 15:46:14.287,572.187,667.25
2026-01-08 15:46:14.608,572.489,667.75
2026-01-08 15:46:14.930,572.791,667.50
2026-01-08 15:46:15.251,573.093,668.00
2026-01-08 15:46:15.571,573.395,667.75
2026-01-08 15:46:15.892,573.697,668.50
2026-01-08 15:46:16.215,573.999,668.25
2026-01-08 15:46:16.535,574.301,668.25
2026-01-08 15:46:16.857,574.603,668.75
2026-01-08 15:46:17.177,574.905,668.75
2026-01-08 15:46:17.499,575.207,669.00
2026-01-08 15:46:17.819,575.509,668.75
2026-01-08 15:46:18.140,575.811,669.00
2026-01-08 15:46:18.461,576.113,669.25
2026-01-08 15:46:18.783,576.415,669.25
2026-01-08 15:46:19.104,576.717,669.00
2026-01-08 15:46:19.424,577.019,669.50
2026-01-08 15:46:19.745,577.321,669.25
2026-01-08 15:46:20.067,577.623,669.75
2026-01-08 15:46:20.388,577.925,669.50
2026-01-08 15:46:20.709,578.227,670.00
2026-01-08 15:46:21.030,578.529,670.00
2026-01-08 15:46:21.351,578.831,669.50
2026-01-08 15:46:21.673,579.133,670.25
2026-01-08 15:46:21.993,579.435,670.00
2026-01-08 15:46:22.315,579.737,670.00
2026-01-08 15:46:22.635,580.039,670.50
2026-01-08 15:46:22.956,580.341,670.50
2026-01-08 15:46:23.278,580.643,670.25
2026-01-08 15:46:23.599,580.945,671.00
2026-01-08 15:46:23.920,581.247,671.00
2026-01-08 15:46:24.240,581.549,671.00
2026-01-08 15:46:24.562,581.851,671.00
2026-01-08 15:46:24.883,582.153,671.25
2026-01-08 15:46:25.203,582.455,671.25
2026-01-08 15:46:25.525,582.757,671.75
2026-01-08 15:46:25.845,583.059,671.00
2026-01-08 15:46:26.167,583.361,671.25
2026-01-08 15:46:26.487,583.663,671.25
2026-01-08 15:46:26.808,583.965,671.50
2026-01-08 15:46:27.129,584.267,671.50
2026-01-08 15:46:27.450,584.569,671.25
2026-01-08 15:46:27.771,584.871,671.50
2026-01-08 15:46:28.092,585.173,671.25
2026-01-08 15:46:28.413,585.475,672.00
2026-01-08 15:46:28.734,585.777,671.50
2026-01-08 15:46:29.055,586.079,672.25
2026-01-08 15:46:29.376,586.381,672.00
2026-01-08 15:46:29.697,586.683,671.75
2026-01-08 15:46:30.018,586.985,672.00
2026-01-08 15:46:30.338,587.287,672.00
2026-01-08 15:46:30.659,587.589,672.25
2026-01-08 15:46:30.980,587.891,672.50
2026-01-08 15:46:31.301,588.193,672.75
2026-01-08 15:46:31.623,588.495,672.50
2026-01-08 15:46:31.943,588.797,672.50
2026-01-08 15:46:32.264,589.099,672.75
2026-01-08 15:46:32.585,589.401,672.50
2026-01-08 15:46:32.907,589.703,672.75
2026-01-08 15:46:33.227,590.005,673.25
2026-01-08 15:46:33.548,590.307,673.00
2026-01-08 15:46:33.869,590.609,673.00
2026-01-08 15:46:34.190,590.911,672.50
2026-01-08 15:46:34.510,591.213,673.00
2026-01-08 15:46:34.832,591.515,673.00
2026-01-08 15:46:35.152,591.817,672.75
2026-01-08 15:46:35.473,592.119,672.75
2026-01-08 15:46:35.795,592.421,673.25
2026-01-08 15:46:36.114,592.723,673.00
2026-01-08 15:46:36.436,593.025,672.75
2026-01-08 15:46:36.756,593.327,673.25
2026-01-08 15:46:37.077,593.629,672.75
2026-01-08 15:46:37.399,593.931,672.75
2026-01-08 15:46:37.719,594.233,673.00
2026-01-08 15:46:38.040,594.535,673.00
2026-01-08 15:46:38.360,594.837,673.25
2026-01-08 15:46:38.681,595.139,673.00
2026-01-08 15:46:39.002,595.441,673.00
2026-01-08 15:46:39.323,595.743,673.25
2026-01-08 15:46:39.644,596.045,673.00
2026-01-08 15:46:39.965,596.347,673.00
2026-01-08 15:46:40.286,596.649,673.25
2026-01-08 15:46:40.607,596.951,673.25
2026-01-08 15:46:40.927,597.253,673.25
2026-01-08 15:46:41.248,597.555,672.75
2026-01-08 15:46:41.569,597.857,673.25
2026-01-08 15:46:41.889,598.159,672.75
2026-01-08 15:46:42.211,598.461,673.25
2026-01-08 15:46:42.532,598.763,672.75
2026-01-08 15:46:42.852,599.065,673.50
2026-01-08 15:46:43.173,599.367,673.00
2026-01-08 15:46:43.493,599.669,673.25
2026-01-08 15:46:43.815,599.971,673.25
2026-01-08 15:46:44.136,600.273,673.50
2026-01-08 15:46:44.457,600.575,673.50
2026-01-08 15:46:44.778,600.877,673.00
2026-01-08 15:46:45.100,601.179,673.50
2026-01-08 15:46:45.420,601.481,673.50
2026-01-08 15:46:45.741,601.783,673.75
2026-01-08 15:46:46.061,602.085,673.50
2026-01-08 15:46:46.383,602.387,672.75
2026-01-08 15:46:46.704,602.689,673.00
2026-01-08 15:46:47.024,602.991,673.00
2026-01-08 15:46:47.346,603.293,673.25
2026-01-08 15:46:47.666,603.595,673.75
2026-01-08 15:46:47.987,603.897,673.75
2026-01-08 15:46:48.308,604.199,673.25
2026-01-08 15:46:48.629,604.501,674.00
2026-01-08 15:46:48.951,604.803,673.50
2026-01-08 15:46:49.271,605.105,673.50
2026-01-08 15:46:49.592,605.407,673.75
2026-01-08 15:46:49.913,605.709,673.75
2026-01-08 15:46:50.233,606.011,674.00
2026-01-08 15:46:50.554,606.313,674.25
2026-01-08 15:46:50.875,606.615,674.00
2026-01-08 15:46:51.197,606.917,674.25
2026-01-08 15:46:51.517,607.219,674.50
2026-01-08 15:46:51.838,607.521,673.75
2026-01-08 15:46:52.159,607.823,673.75
2026-01-08 15:46:52.479,608.125,674.00
2026-01-08 15:46:52.801,608.427,674.25
2026-01-08 15:46:53.121,608.729,674.50
2026-01-08 15:46:53.443,609.031,674.50
2026-01-08 15:46:53.763,609.333,674.75
2026-01-08 15:46:54.083,609.635,674.50
2026-01-08 15:46:54.405,609.937,675.00
2026-01-08 15:46:54.725,610.239,674.50
2026-01-08 15:46:55.046,610.541,675.25
2026-01-08 15:46:55.366,610.843,674.50
2026-01-08 15:46:55.687,611.145,674.25
2026-01-08 15:46:56.008,611.447,674.50
2026-01-08 15:46:56.330,611.749,674.00
2026-01-08 15:46:56.649,612.051,673.25
2026-01-08 15:46:56.971,612.353,672.00
2026-01-08 15:46:57.291,612.655,671.25
2026-01-08 15:46:57.613,612.957,669.50
2026-01-08 15:46:57.933,613.259,667.50
2026-01-08 15:46:58.255,613.561,666.75
2026-01-08 15:46:58.575,613.863,664.25
2026-01-08 15:46:58.896,614.165,662.75
2026-01-08 15:46:59.217,614.467,661.00
2026-01-08 15:46:59.538,614.769,658.75
2026-01-08 15:46:59.859,615.071,656.00
2026-01-08 15:47:00.180,615.373,654.50
2026-01-08 15:47:00.501,615.675,652.25
2026-01-08 15:47:00.822,615.977,650.00
2026-01-08 15:47:01.143,616.279,647.75
2026-01-08 15:47:01.464,616.581,645.00
2026-01-08 15:47:01.785,616.883,643.00
2026-01-08 15:47:02.106,617.185,640.25
2026-01-08 15:47:02.427,617.487,637.75
2026-01-08 15:47:02.748,617.789,635.50
2026-01-08 15:47:03.069,618.091,633.25
2026-01-08 15:47:03.390,618.393,630.75
2026-01-08 15:47:03.711,618.695,628.25
2026-01-08 15:47:04.032,618.997,626.00
2026-01-08 15:47:04.353,619.299,623.75
2026-01-08 15:47:04.675,619.601,621.25
2026-01-08 15:47:04.995,619.903,619.00
2026-01-08 15:47:05.316,620.205,616.50
2026-01-08 15:47:05.637,620.507,614.00
2026-01-08 15:47:05.958,620.809,612.00
2026-01-08 15:47:06.279,621.111,609.25
2026-01-08 15:47:06.600,621.413,607.25
2026-01-08 15:47:06.921,621.715,605.25
2026-01-08 15:47:07.242,622.017,603.00
2026-01-08 15:47:07.563,622.319,600.75
2026-01-08 15:47:07.884,622.621,598.50
2026-01-08 15:47:08.206,622.923,596.25
2026-01-08 15:47:08.526,623.225,593.75
2026-01-08 15:47:08.847,623.527,591.50
2026-01-08 15:47:09.169,623.829,589.50
2026-01-08 15:47:09.488,624.131,587.50
2026-01-08 15:47:09.809,624.433,585.50
2026-01-08 15:47:10.130,624.735,582.75
2026-01-08 15:47:10.451,625.037,580.75
2026-01-08 15:47:10.773,625.339,579.25
2026-01-08 15:47:11.093,625.641,577.25
2026-01-08 15:47:11.413,625.943,575.00
2026-01-08 15:47:11.734,626.245,573.25
2026-01-08 15:47:12.055,626.547,571.25
2026-01-08 15:47:12.377,626.849,569.00
2026-01-08 15:47:12.698,627.151,566.50
2026-01-08 15:47:13.018,627.453,565.00
2026-01-08 15:47:13.339,627.755,562.75
2026-01-08 15:47:13.660,628.057,561.50
2026-01-08 15:47:13.982,628.359,559.25
2026-01-08 15:47:14.302,628.661,557.25
2026-01-08 15:47:14.623,628.963,555.25
2026-01-08 15:47:14.944,629.265,553.75
2026-01-08 15:47:15.266,629.567,552.25
2026-01-08 15:47:15.586,629.869,550.00
2026-01-08 15:47:15.907,630.171,548.25
2026-01-08 15:47:16.228,630.473,546.50
2026-01-08 15:47:16.549,630.775,544.50
2026-01-08 15:47:16.870,631.077,542.75
2026-01-08 15:47:17.191,631.379,541.25
2026-01-08 15:47:17.512,631.681,539.00
2026-01-08 15:47:17.833,631.983,537.50
2026-01-08 15:47:18.154,632.285,535.75
2026-01-08 15:47:18.476,632.587,534.25
2026-01-08 15:47:18.795,632.889,532.50
2026-01-08 15:47:19.116,633.191,530.75
2026-01-08 15:47:19.437,633.493,529.00
2026-01-08 15:47:19.758,633.795,527.25
2026-01-08 15:47:20.079,634.097,525.75
2026-01-08 15:47:20.399,634.399,523.75
2026-01-08 15:47:20.720,634.701,522.25
2026-01-08 15:47:21.041,635.003,520.75
2026-01-08 15:47:21.363,635.305,518.50
2026-01-08 15:47:21.683,635.607,517.50
2026-01-08 15:47:22.003,635.909,516.00
2026-01-08 15:47:22.324,636.211,514.25
2026-01-08 15:47:22.645,636.513,512.50
2026-01-08 15:47:22.966,636.815,511.00
2026-01-08 15:47:23.286,637.117,509.25
2026-01-08 15:47:23.607,637.419,508.00
2026-01-08 15:47:23.928,637.721,506.50
2026-01-08 15:47:24.250,638.023,505.25
2026-01-08 15:47:24.570,638.325,503.50
2026-01-08 15:47:24.891,638.627,501.75
2026-01-08 15:47:25.212,638.929,500.75
2026-01-08 15:47:25.533,639.231,499.00
2026-01-08 15:47:25.855,639.533,497.50
2026-01-08 15:47:26.176,639.835,496.00
2026-01-08 15:47:26.496,640.137,494.75
2026-01-08 15:47:26.817,640.439,493.00
2026-01-08 15:47:27.138,640.741,491.75
2026-01-08 15:47:27.460,641.043,490.50
2026-01-08 15:47:27.780,641.345,488.75
2026-01-08 15:47:28.100,641.647,487.50
2026-01-08 15:47:28.421,641.949,486.00
2026-01-08 15:47:28.742,642.251,484.75
2026-01-08 15:47:29.063,642.553,482.75
2026-01-08 15:47:29.384,642.855,481.75
2026-01-08 15:47:29.704,643.157,480.50
2026-01-08 15:47:30.025,643.459,478.50
2026-01-08 15:47:30.346,643.761,477.75
2026-01-08 15:47:30.668,644.063,476.00
2026-01-08 15:47:30.988,644.365,475.25
2026-01-08 15:47:31.310,644.667,473.25
2026-01-08 15:47:31.630,644.969,472.00
2026-01-08 15:47:31.951,645.271,471.00
2026-01-08 15:47:32.272,645.573,469.75
2026-01-08 15:47:32.593,645.875,468.50
2026-01-08 15:47:32.915,646.177,467.25
2026-01-08 15:47:33.234,646.479,466.00
2026-01-08 15:47:33.556,646.781,464.50
2026-01-08 15:47:33.877,647.083,463.75
2026-01-08 15:47:34.197,647.385,461.75
2026-01-08 15:47:34.518,647.687,461.00
2026-01-08 15:47:34.839,647.989,459.75
2026-01-08 15:47:35.160,648.291,458.25
2026-01-08 15:47:35.481,648.593,456.75
2026-01-08 15:47:35.802,648.895,455.25
2026-01-08 15:47:36.122,649.197,454.50
2026-01-08 15:47:36.443,649.499,453.75
2026-01-08 15:47:36.764,649.801,452.25
2026-01-08 15:47:37.085,650.103,451.25
2026-01-08 15:47:37.406,650.405,450.00
2026-01-08 15:47:37.726,650.707,448.75
2026-01-08 15:47:38.047,651.009,447.50
2026-01-08 15:47:38.368,651.311,446.25
2026-01-08 15:47:38.689,651.613,445.25
2026-01-08 15:47:39.009,651.915,444.00
2026-01-08 15:47:39.331,652.217,443.00
2026-01-08 15:47:39.651,652.519,441.75
2026-01-08 15:47:39.972,652.821,440.50
2026-01-08 15:47:40.293,653.123,439.50
2026-01-08 15:47:40.614,653.425,438.25
2026-01-08 15:47:40.935,653.727,436.50
2026-01-08 15:47:41.255,654.029,436.00
2026-01-08 15:47:41.576,654.331,434.75
2026-01-08 15:47:41.897,654.633,433.75
2026-01-08 15:47:42.219,654.935,432.50
2026-01-08 15:47:42.539,655.237,431.00
2026-01-08 15:47:42.859,655.539,430.25
2026-01-08 15:47:43.180,655.841,429.00
2026-01-08 15:47:43.501,656.143,428.00
2026-01-08 15:47:43.822,656.445,427.00
2026-01-08 15:47:44.144,656.747,425.75
2026-01-08 15:47:44.464,657.049,424.75
2026-01-08 15:47:44.785,657.351,423.50
2026-01-08 15:47:45.105,657.653,422.75
2026-01-08 15:47:45.427,657.955,421.50
2026-01-08 15:47:45.747,658.257,420.75
2026-01-08 15:47:46.068,658.559,419.50
2026-01-08 15:47:46.389,658.861,418.50
2026-01-08 15:47:46.710,659.163,417.25
2026-01-08 15:47:47.031,659.465,416.25
2026-01-08 15:47:47.352,659.767,415.25
2026-01-08 15:47:47.672,660.069,414.25
2026-01-08 15:47:47.993,660.371,413.25
2026-01-08 15:47:48.314,660.673,412.25
2026-01-08 15:47:48.635,660.975,411.25
2026-01-08 15:47:48.956,661.277,410.00
2026-01-08 15:47:49.277,661.579,408.75
2026-01-08 15:47:49.598,661.881,408.25
2026-01-08 15:47:49.918,662.183,407.25
2026-01-08 15:47:50.239,662.485,406.00
2026-01-08 15:47:50.560,662.787,405.00
2026-01-08 15:47:50.880,663.089,404.25
2026-01-08 15:47:51.201,663.391,403.25
2026-01-08 15:47:51.522,663.693,402.25
2026-01-08 15:47:51.842,663.995,401.25
2026-01-08 15:47:52.163,664.297,400.25
2026-01-08 15:47:52.484,664.599,398.75
2026-01-08 15:47:52.804,664.901,397.50
2026-01-08 15:47:53.125,665.203,397.00
2026-01-08 15:47:53.446,665.505,396.50
2026-01-08 15:47:53.766,665.807,395.50
2026-01-08 15:47:54.087,666.109,394.25
2026-01-08 15:47:54.408,666.411,393.25
2026-01-08 15:47:54.728,666.713,392.50
2026-01-08 15:47:55.049,667.015,391.25
2026-01-08 15:47:55.369,667.317,390.00
2026-01-08 15:47:55.690,667.619,389.50
2026-01-08 15:47:56.010,667.921,388.50
2026-01-08 15:47:56.331,668.223,387.00
2026-01-08 15:47:56.652,668.525,387.25
2026-01-08 15:47:56.972,668.827,386.00
2026-01-08 15:47:57.293,669.129,385.00
2026-01-08 15:47:57.614,669.431,384.00
2026-01-08 15:47:57.934,669.733,383.00
2026-01-08 15:47:58.255,670.035,382.50
2026-01-08 15:47:58.576,670.337,381.50
2026-01-08 15:47:58.896,670.639,380.00
2026-01-08 15:47:59.217,670.941,379.75
2026-01-08 15:47:59.538,671.243,379.25
2026-01-08 15:47:59.859,671.545,377.75
2026-01-08 15:48:00.179,671.847,377.00
2026-01-08 15:48:00.500,672.149,376.50
2026-01-08 15:48:00.820,672.451,375.25
2026-01-08 15:48:01.142,672.753,374.75
2026-01-08 15:48:01.462,673.055,373.50
2026-01-08 15:48:01.783,673.357,372.75
2026-01-08 15:48:02.103,673.659,372.00
2026-01-08 15:48:02.423,673.961,371.00
2026-01-08 15:48:02.745,674.263,370.50
2026-01-08 15:48:03.066,674.565,369.50
2026-01-08 15:48:03.387,674.867,368.75
2026-01-08 15:48:03.707,675.169,367.75
2026-01-08 15:48:04.027,675.471,367.00
2026-01-08 15:48:04.348,675.773,366.25
2026-01-08 15:48:04.670,676.075,365.50
2026-01-08 15:48:04.990,676.377,364.50
2026-01-08 15:48:05.311,676.679,364.00
2026-01-08 15:48:05.632,676.981,363.00
2026-01-08 15:48:05.952,677.283,362.25
2026-01-08 15:48:06.273,677.585,361.75
2026-01-08 15:48:06.594,677.887,360.50
2026-01-08 15:48:06.915,678.189,359.75
2026-01-08 15:48:07.235,678.491,358.75
2026-01-08 15:48:07.556,678.793,358.50
2026-01-08 15:48:07.877,679.095,357.50
2026-01-08 15:48:08.197,679.397,356.50
2026-01-08 15:48:08.518,679.699,356.00
2026-01-08 15:48:08.838,680.001,355.25
2026-01-08 15:48:09.159,680.303,354.25
2026-01-08 15:48:09.480,680.605,353.50
2026-01-08 15:48:09.801,680.907,352.50
2026-01-08 15:48:10.121,681.209,351.75
2026-01-08 15:48:10.442,681.511,351.25
2026-01-08 15:48:10.763,681.813,350.25
2026-01-08 15:48:11.084,682.115,349.50
2026-01-08 15:48:11.404,682.417,348.75
2026-01-08 15:48:11.727,682.719,347.75
2026-01-08 15:48:12.046,683.021,347.00
2026-01-08 15:48:12.367,683.323,346.50
2026-01-08 15:48:12.687,683.625,346.00
2026-01-08 15:48:13.008,683.927,344.75
2026-01-08 15:48:13.329,684.229,344.25
2026-01-08 15:48:13.650,684.531,343.75
2026-01-08 15:48:13.971,684.833,343.00
2026-01-08 15:48:14.292,685.135,342.00
2026-01-08 15:48:14.612,685.437,341.25
2026-01-08 15:48:14.933,685.739,340.25
2026-01-08 15:48:15.254,686.041,339.75
2026-01-08 15:48:15.575,686.343,339.00
2026-01-08 15:48:15.895,686.645,338.25
2026-01-08 15:48:16.216,686.947,337.75
2026-01-08 15:48:16.537,687.249,337.00
2026-01-08 15:48:16.858,687.551,336.25
2026-01-08 15:48:17.178,687.853,335.25
2026-01-08 15:48:17.499,688.155,334.75
2026-01-08 15:48:17.820,688.457,334.00
2026-01-08 15:48:18.140,688.759,333.50
2026-01-08 15:48:18.461,689.061,332.25
2026-01-08 15:48:18.782,689.363,332.00
2026-01-08 15:48:19.102,689.665,331.25
2026-01-08 15:48:19.424,689.967,330.50
2026-01-08 15:48:19.745,690.269,329.75
2026-01-08 15:48:20.065,690.571,329.50
2026-01-08 15:48:20.386,690.873,328.50
2026-01-08 15:48:20.706,691.175,327.75
2026-01-08 15:48:21.027,691.477,327.25
2026-01-08 15:48:21.347,691.779,326.50
2026-01-08 15:48:21.670,692.081,325.00
2026-01-08 15:48:21.989,692.383,325.00
2026-01-08 15:48:22.310,692.685,324.25
2026-01-08 15:48:22.631,692.987,323.75
2026-01-08 15:48:22.952,693.289,323.00
2026-01-08 15:48:23.272,693.591,322.25
2026-01-08 15:48:23.592,693.893,321.25
2026-01-08 15:48:23.914,694.195,321.00
2026-01-08 15:48:24.234,694.497,320.25
2026-01-08 15:48:24.555,694.799,319.75
2026-01-08 15:48:24.876,695.101,319.00
2026-01-08 15:48:25.197,695.403,318.25
2026-01-08 15:48:25.517,695.705,317.75
2026-01-08 15:48:25.838,696.007,317.25
